iv,jv,id,q,l,s,tf,td,tc,tw,r,cd,ct,cf
31,1,10,200,10000,1,0,0,0,0,1,1,0,0
32,1,10,200,10000,1,0,0,0,0,1,1,0,0
33,1,10,200,10000,1,0,0,0,0,1,1,0,0
34,1,10,200,10000,1,0,0,0,0,1,1,0,0
35,1,10,200,10000,1,0,0,0,0,1,1,0,0
36,1,10,200,10000,1,0,0,0,0,1,1,0,0
37,1,10,200,10000,1,0,0,0,0,1,1,0,0
38,1,10,200,10000,1,0,0,0,0,1,1,0,0
39,1,10,200,10000,1,0,0,0,0,1,1,0,0
40,1,10,200,10000,1,0,0,0,0,1,1,0,0
41,1,10,200,10000,1,0,0,0,0,1,1,0,0
42,1,10,200,10000,1,0,0,0,0,1,1,0,0
43,1,10,200,10000,1,0,0,0,0,1,1,0,0
44,1,10,200,10000,1,0,0,0,0,1,1,0,0
45,1,10,200,10000,1,0,0,0,0,1,1,0,0
46,1,10,200,10000,1,0,0,0,0,1,1,0,0
47,1,10,200,10000,1,0,0,0,0,1,1,0,0
48,1,10,200,10000,1,0,0,0,0,1,1,0,0
49,1,10,200,10000,1,0,0,0,0,1,1,0,0
50,1,10,200,10000,1,0,0,0,0,1,1,0,0
